BOOK,CHAPTER,VERSE,LINE,TEXT
"MATT","27","45","0","Отъ шестꙑ{і}ѩ же годинꙑ тъма бꙑстъ по вьсеи земи ."
"MATT","27","45","1","до девѧтꙑѩ годинꙑ ⁘"
"MATT","27","46","0","При девѧтѣи же годинѣ вьзьпи ис гласомь велиемь ⷢ҇лѧ ."
"MATT","27","46","1","елѡꙇ елѡꙇ лема савахтани . ежестъ ⷠ҇же мои ⷠ҇же мои ."
"MATT","27","46","2","въскѫѭ мѧ еси оставилъ ."
"MATT","27","47","0","едини же отъ стоѩ҅щихъ тоу слꙑшавъше ⷢ҇лаахѫ . ѣко илиѭ зоветъ ."
"MATT","27","48","0","ꙇ абие текъ единъ отъ нихъ . ꙇ приемъ гѫбѫ . ꙇспльнь оцьта ."
"MATT","27","48","1","ꙇ вьзнезъ на трь{ь}сть . напаѣше и ."
"MATT","27","49","0","а прочии ⷢ҇лхѫ . остани да видимъ . аще придетъ илиѣ ⷭ҇пстъ его ."
"MATT","27","49","1","дроугꙑ же приемъ копие прободе емоу ребра . ꙇ изиде вода и кръвь . ⁘"
"MATT","27","50","0","Ꙇ҃с҃ъ же възъпивъ ⷢ҇лсмъ въльемь испоусти ⷣ҇хъ ."
"MATT","27","51","0","ꙇ се катапетазма ⷰ҇рквнаѣ раздъра сѧ . съ вꙑшънѣаго краѣ до"
"MATT","27","51","1","ни???жънѣаго на дъвое҅ . ꙇ землѣ потрѧсе сѧ . ꙇ камение распаде сѧ ."
"MATT","27","52","0","ꙇ гроби отврѣсѧ сѧ . ꙇ мънога тѣлеса почиваѭштиихъ ⷭ҇тꙑхъ въсташѧ ."
"MATT","27","53","0","ꙇ ишедъше из г[р]объ по воскръсновении его . вънидѫ въ ⷭ҇тꙑ градъ ."
"MATT","27","53","1","ꙇ ѣвишѧ сѧ мъногомъ ."
"MATT","27","54","0","сътъникъ же и иже бѣхѫ съ нимъ стрѣгѫште иса ."
"MATT","27","54","1","видѣвъше трѫсъ и бꙑвъшаа . оубоѣшѧ сѧ ѕѣло ⷢ҇лѭще ."
"MATT","27","54","2","вꙑ истинѫ ⷠ҇жии ⷭ҇нъ съ бѣ ⁘ кⷰ҇ ⁘"
"MATT","27","55","0","Бѣахѫ же тоу женꙑ мъногꙑ из далече зьрѧштѧ . ѩже идѫ по исѣ ."
"MATT","27","55","1","отъ галилеѩ слоужѧштѧ емоу ."
"MATT","27","56","0","вь нихъ же бѣ мариѣ магдалꙑні і҅ {ма}мариѣ иѣковлѣ и осии мати ."
"MATT","27","56","1","ꙇ мати ⷭ҇новоу зеведеовоу ."
"MATT","27","57","0","Поздѣ же бꙑвъшю . приде ⷱ҇лкъ богатъ отъ ариматѣѩ҅ ."
"MATT","27","57","1","ꙇменемь иосифъ . ꙇже и оучи сѧ оу иса ."
"MATT","27","58","0","съ пристѫпь къ пилатоу проси тѣла исва ."
"MATT","27","58","1","пилатъ же повелѣ въдати тѣло исво ."
"MATT","27","59","0","ꙇ приемъ тѣ[ло] иосифъ . обитъ е плащаницеѭ чистоѭ ."
"MATT","27","60","0","ꙇ положи е въ новѣмь своемь гробѣ . ꙇже исѣче въ камени ."
"MATT","27","60","1","ꙇ възваль камень велии на двьри гроба и отиде ."
"MATT","27","61","0","бѣ же тоу маⷬ҇ѣ магдалꙑни҄ . ꙇ дроугаѣ мариѣ"
"MATT","27","61","1","сѣдѧщи прѣмо гробоу ⁘ кⷰ҇ ⁘"
"MATT","27","62","0","Въ оутрънии же день иже естъ по параскевьꙉии ."
"MATT","27","62","1","събрашѧ сѧ архиереи и фарисеи . къ пилатоу"
"MATT","27","63","0","г҃лѭште ⷢ҇и помѣнѫхомъ ѣко льстецъ онъ рече . еште сꙑ живъ ."
"MATT","27","63","1","по трехъ дьнехъ въстанѫ ."
"MATT","27","64","0","повели оубо оутвръдити гробъ до третиѣаго дьне ."
"MATT","27","64","1","еда како пришедъше оученици его ноштиѭ оукрадѫтъ і ."
"MATT","27","64","2","ꙇ рекѫтъ людемъ въста отъ мрътвꙑхъ ."
"MATT","27","64","3","ꙇ бѫдетъ послѣдьнѣа лесть горьши пръвꙑѩ ."
"MATT","27","65","0","рече имъ пилатъ имате коустодиѭ идѣте оутвръдите ѣкоже вѣсте ."
"MATT","27","66","0","они же шедъше оутвръдишѧ гробъ ."
"MATT","27","66","1","знаменавъше камень съ коустодиеѭ҄ ⁘ кⷰ҇ ⁘"
"MATT","28","1","0","Въ вечеръ же соботънꙑ . свитаѭ҄щи въ пръвѫѭ҄ соботѫ ."
"MATT","28","1","1","приде мариѣ магдалꙑни҄ . ꙇ дроугаѣ мариѣ видѣтъ гроба ."
"MATT","28","2","0","ꙇ се трѫсъ бꙑстъ велии . ҇нꙉл бо ⷢ҇нь съшедъ с ⷩ҇бсе ."
"MATT","28","2","1","ꙇ пристѫпь отъвали камень отъ двьреи гроба . ꙇ сѣдѣаше на немь ."
"MATT","28","3","0","бѣ бо зракъ его ѣко{о} млънии . ꙇ одѣние его бѣло ѣко снѣгъ ."
"MATT","28","4","0","отъ страха же его сътрѧсѧ сѧ стрѣгѫштеи . ꙇ҅ бꙑшѧ ѣко мрътви ."
"MATT","28","5","0","отъвѣштавъ же ҇нꙉль рече женама . не боита вꙑ сѧ ."
"MATT","28","5","1","вѣмъ бо ѣко иса про{пѧ}пѧтааго ищета ."
"MATT","28","6","0","нѣстъ сьде въста бо ѣкоже рече . придѣта видита мѣсто ."
"MATT","28","6","1","ꙇдеже лежа ⷯ҇ъ ."
"MATT","28","7","0","ꙇ ѩдро шьдъши рьцѣта оученикомъ его . ѣко въста отъ мрътвꙑхъ ."
"MATT","28","7","1","ꙇ се варѣатъ вꙑ въ галилей . тоу и оузьрите се рѣхъ вама ."
"MATT","28","8","0","Ꙇ отъшедъши ѩдро отъ гроба съ страхомъ ."
"MATT","28","8","1","ꙇ радостиѭ велиеѭ . тѣсте вьзвѣститъ оученикомъ его ."
"MATT","28","9","0","ꙇ се исъ сърѣте и ⷢ҇лѧ радоуита сѧ ."
"MATT","28","9","1","онѣ же пристѫпьши ѩсте сѧ за ноѕѣ его . и поклонисте сѧ емоу ."
"MATT","28","10","0","тъгда ⷢ҇ла има исъ не боита сѧ идѣта и вьзвѣстита братрии моеи ."
"MATT","28","10","1","да идѫтъ въ галилеѭ҄ и тоу мѧ видѧтъ ."
"MATT","28","11","0","ꙇдѫштама же има . се едині отъ коустодиѩ пришедъше въ градъ ."
"MATT","28","11","1","вьзвѣстишѧ архиереомъ вьсѣ бꙑвъшаа ."
"MATT","28","12","0","ꙇ събърашѧ сѧ старьци . съвѣтъ же сътворьше ."
"MATT","28","12","1","съребро мъного дашѧ воиномъ ."
"MATT","28","13","0","г҃лѭште . рьцѣте ѣко оученици его ноштьѭ ."
"MATT","28","13","1","пришедъше оукрадѫ и намъ съпѧштемъ ."
"MATT","28","14","0","ꙇ аште се оуслꙑшано бѫдетъ оу и҅ꙉемона . мꙑ оутолимꙑ и ."
"MATT","28","14","1","ꙇ вꙑ бес печали сътворимъ ."
"MATT","28","15","0","они же приемъше съребро . сътворишѧ ѣкоже наоучени бꙑшѧ ."
"MATT","28","15","1","ꙇ промьче сѧ слово се въ іюдеихъ до сего дьне ⁘"
"MATT","28","16","0","Е҅динꙑ же на десѧте оученикъ . ꙇдѫ въ галилеѭ҄ ."
"MATT","28","16","1","въ горѫ ѣможе повелѣ имъ исъ ."
"MATT","28","17","0","ꙇ҅ видѣвъше и поклонишѧ сѧ емоу . ови же оусѫмьнѣшѧ сѧ ."
"MATT","28","18","0","ꙇ пристѫпь ис рече имъ ⷢ҇лѧ . дана ми естъ вьсѣка власть ."
"MATT","28","18","1","на ⷩ҇ебсе и на земи ."
"MATT","28","19","0","Шьдъше оубо наоучите вьсѧ ҇зкꙑ . крьстѧште ѩ въ імѧ ⷪ҇тца"
"MATT","28","19","1","и ⷭ҇на и ⷭ҇тааго ⷣ҇ха ."
"MATT","28","20","0","оучѧще ѩ блюсти . вьсѣ елико заповѣдахъ вамъ ."
"MATT","28","20","1","ꙇ҅ се азъ съ вами есмъ вьсѧ дьни до"
"MATT","28","20","2","съконьчаниѣ вѣка аминь ⁘ ⁘ кⷰ҇ ⁘ ⁘ ⁘"
"MARK","0","0","1","ГЛАⷡ҇ ЕВНЪⷸ҇ЛИѢ ЕЖЕ ОТЪ МАРЪКА ⁘ ⁘"
"MARK","0","0","2","а҃ О бѣсъноуѭштиимъ . ⁘"
"MARK","0","0","3","б҃ О тъшти петровѣ ⁘ ⁘ ⁘"
"MARK","0","0","4","в҃ О ꙇсцѣлѣвъшиихъ отъ различенъ недѫгъ . ⁘ ⁘"
"MARK","0","0","5","г҃ О прокаженѣмь . ⁘"
"MARK","0","0","6","д҃ О ослабленѣемъ жилами ⁘ ⁘"
"MARK","0","0","7","е҃ О левьꙉи и мꙑтари . ⁘ ⁘"
"MARK","0","0","8","ж҃ О сѫхорѫцѣмъ ⁘ ⁘"
"MARK","0","0","9","ѕ҃ О избърании ҇плъ ⁘"
"MARK","0","1","0","з҃ О сѣмени притъча ⁘"
"MARK","0","1","1","ꙇ҃ О запрѣштении водамъ ⁘"
"MARK","0","1","2","а҃ꙇ҃ О леꙉеонѣ ⁘"
"MARK","0","1","3","б҃ꙇ҃ О дъштери сѵнагоговѣ ⁘ ⁘"
"MARK","0","1","4","в҃ꙇ҃ О кръвоточивѣи ⁘ ⁘"
"MARK","0","1","5","г҃ꙇ҃ О повелѣнии ҇плмъ ⁘ ⁘"
"MARK","0","1","6","д҃ꙇ҃ О иоаннѣ и о иродѣ ⁘"
"MARK","0","1","7","е҃ꙇ О пѧти хлѣбъ . ⁘ ⁘"
"MARK","0","1","8","ж҃ꙇ О морьсцѣмь хождении ⁘"
"MARK","0","1","9","ѕ҃ꙇ О прѣстѫплении заповѣди ⷠ҇жиѩ ⁘"
"MARK","0","2","0","з҃ꙇ О финикисии ⁘"
"MARK","0","2","1","и҃ О гѫгънивѣемь . ⁘"
"MARK","0","2","2","и҃а О седми хлѣбъ ⁘ ⁘"
"MARK","0","2","3","и҃б О [ква]сѣ {ф}фарисѣисцѣ ⁘ ⁘"
"MARK","0","2","4","и҃в О слѣпѣемь ⁘"
"MARK","0","2","5","и҃г О въпрошении кесариистⷰ҇ѣемъ ⁘"
"MARK","0","2","6","и҃д О прѣображении ⷯ҇вѣ ⁘"
"MARK","0","2","7","и҃е О зълодѣѭштимъ сѧ на новꙑ ҇сцѧ ⁘"
"MARK","0","2","8","и҃ж О помъшлѣѭштиихъ къто болеи естъ ."
"MARK","0","2","9","и҃ѕ О въпрошъшиихъ фарисѣихъ ⁘"
"MARK","0","3","0","и҃з О въпрошъшиимъ богатѣмь ."
"MARK","0","3","1","ꙉ҃ О ⷭ҇новоу зеведеовоу ⁘"
"MARK","0","3","2","ꙉ҃а О варьтимеи . ⁘"
"MARK","0","3","3","ꙉ҃б О жрѣбѧти ⁘"
"MARK","0","3","4","ꙉ҃в О оусохъшии смоковъници . ⁘"
"MARK","0","3","5","ꙉ҃г ⷪ҇ не помьнѣти вражьдꙑ . ⁘"
"MARK","0","3","6","ꙉ҃д О въпрошъшихъ ⷢ҇а архиереихъ и кънижьницѣхъ ⁘"
"MARK","0","3","7","ꙉ҃е О вино{но}гⷬ҇дѣ . ⁘"
"MARK","0","3","8","ꙉ҃ж О въпрошъшиихъ льстиѭ о киньсѣ . ⁘"
"MARK","0","3","9","ꙉ҃ѕ О садоукеихъ ⁘"
"MARK","0","4","0","ꙉ҃з О кънижъницѣхъ ⁘"
"MARK","0","4","1","к҃ О въпрошении ⷢ҇ни ⁘ ⷦ҇а . О женѣ ѣ[же] [оба] [пѣ]нѧѕа ⁘"
"MARK","0","4","2","к҃б О сѫдьнѣемь дьне си рѣчь о коньчинѣ ⁘"
"MARK","0","4","3","к҃в О дьни и часѣ ⁘ ⷦ҇г . О помазавьшии ⷢ҇а мѵрмъ ⁘"
"MARK","0","4","4","к҃д О пасцѣ ⁘ ⷦ҇е . О прѣдании пророчъство ⁘ ⁘"
"MARK","0","4","5","к҃ж Отъметание петрово ⁘"
"MARK","0","4","6","к҃ѕ О въпрошении тѣлесе ⷢ҇нѣ ⁘ ⁘ ⁘ ⁘ ⁘ ⁘ ⁘ ⁘"
"MARK","0","4","7","ЕВАНЬꙈЕЛИЕ ОТЪ МАРЪКА ⁘"
"MARK","1","1","0","Зачѧло ҇ваньꙉлиѣ исхва ⷭ҇на ⷠ҇жиѣ ."
"MARK","1","2","0","ѣкоже естъ писано въ пророцѣхъ . се азъ посълѭ"
"MARK","1","2","1","а҃нꙉлъ мои прѣдъ лицемъ твоимъ . ꙇже оуготовитъ пѫть твои ."
"MARK","1","3","0","гласъ въпиѭщааго въ поустꙑни . оуготовите пѫть ⷢ҇нь ."
"MARK","1","3","1","правꙑ творите стъѕѧ его ."
"MARK","1","4","0","бꙑстъ иоанъ кръстѧ въ поустꙑни ."
"MARK","1","4","1","ꙇ проповѣдаѩ кръштение покаанию . въ отъпоуштение грѣхомъ ."
"MARK","1","5","0","ꙇ исхождааше къ немоу вьсѣ июдеиска страна и ҇рлмне и"
"MARK","1","5","1","кръштаахѫ сѧ вьси въ іоръдансцѣи рѣ[цѣ] отъ него"
"MARK","1","5","2","ꙇсповѣдаѭште грѣхꙑ своѩ ."
"MARK","1","6","0","бѣ же иоанъ облъченъ власꙑ вельбѫждꙇ ."
"MARK","1","6","1","ꙇ поѣсъ оусниѣнъ о чрѣслѣхъ его . ꙇ ѣдь акриди и медъ дивии ."
"MARK","1","7","0","Ꙇ проповѣдааше ⷢ҇лѧ . грѧдетъ крѣплеи мене въ слѣдъ мене ."
"MARK","1","7","1","емоуже нѣсмъ достоинъ поклонь сѧ раздрѣшити . ремене чрѣвиемъ его ."
"MARK","1","8","0","азъ оубо кръстихъ вꙑ водоѭ . а тъ кръститъ вꙑ ⷣ҇хомъ ⷭ҇тꙑмъ ⁘ кⷰ҇ ⁘"
"MARK","1","9","0","Ꙇ бꙑстъ въ дьни тꙑ . приде исъ отъ назарета галилеискааго ."
"MARK","1","9","1","ꙇ кръсти сѧ отъ иоана въ іорданѣ ."
"MARK","1","10","0","ꙇ абье въсходѧ отъ водꙑ . ꙇ видѣ разводѧшта сѧ ⷩ҇бса ."
"MARK","1","10","1","ꙇ ⷣ҇хъ ѣко голѫбь съходѧшть на нь ."
"MARK","1","11","0","ꙇ бꙑстъ гласъ съ ⷩ҇бсе . тꙑ еси ⷭ҇нъ мои възлюбленꙑ ."
"MARK","1","11","1","о тебѣ благоволихъ ."
"MARK","1","12","0","ꙇ абье ⷣ҇хъ изведе и вь поустꙑнѭ ."
"MARK","1","13","0","ꙇ бѣ тоу въ поустꙑни . ⷦ҇ . дьнъ . ꙇскоушаемъ сотоноѭ ."
"MARK","1","13","1","ꙇ бѣ съ звѣрьми . ꙇ ҇нꙉли сло[ꙑ]жаахѫ емоу ."
"MARK","1","14","0","по прѣдании же иоановѣ ⁘ приде исъ въ галилеѭ҄ ."
"MARK","1","14","1","Проповѣдаѩ ҇ванꙉлие ⷰ҇ствіѣ ⷠ҇жиѣ"
"MARK","1","15","0","г҃лѧ . ѣко исплъни сѧ врѣмѧ . ꙇ приближи сѧ ⷰ҇срствие ⷠ҇жие ."
"MARK","1","15","1","каите сѧ и вѣроуите въ ҇внꙉлие ."
"MARK","1","16","0","ходѧ же при мори галилеисцѣ . видѣ симона ꙇ аньдрѣѭ҄"
"MARK","1","16","1","братра того симона . въметаѭшта мрѣжѧ вь море . бѣашете бо рꙑбарѣ ."
"MARK","1","17","0","ꙇ рече има исъ придѣта вь слѣдъ мене ."
"MARK","1","17","1","ꙇ сътворѭ вꙑ бꙑти ловъца чловѣкомъ ."
"MARK","1","18","0","ꙇ абье оставльша мрѣжѧ своѩ по немь идете ."
"MARK","1","19","0","ꙇ прѣшедъ отъ тѫдоу оузьрѣ иѣкова зеведеова . ꙇ иоана братра его ."
"MARK","1","19","1","ꙇ та въ ладии завѧзаѭшта мрѣжѧ ."
"MARK","1","20","0","ꙇ абье възъва ѣ . ꙇ оставльша отъца своего зеведеа въ ладии҅"
"MARK","1","20","1","съ наемъникꙑ . по немь идете . ⁘"
"MARK","1","21","0","Ꙇ҅ вьнидѫ въ каперънаоумъ . ꙇ абь въ соботꙑ на соньмищи оучаше ѩ ."
"MARK","1","22","0","ꙇ дивлѣахѫ сѧ о оучении его бѣ бо оучѧ ѣко власть ꙇ҅мꙑ ."
"MARK","1","22","1","ꙇ не ѣко кънижъници ихъ ⁘"
"MARK","1","23","0","Ꙇ бѣ на соньми[щи]хъ ⷱ҇лкъ нечистомь ⷣ҇хмь . ꙇ  възъва ⷢ҇лѧ"
"MARK","1","24","0","остани что естъ намъ и тебѣ . ҇се назарѣнине пришелъ еси"
"MARK","1","24","1","п[ог]оубитъ насъ . вѣмь тѧ кто еси ⷭ҇тꙑ ⷠ҇жиі ."
"MARK","1","25","0","ꙇ запрѣти емоу исъ ⷢ҇лѧ . оумлъчи изиди из него ."
"MARK","1","26","0","ꙇ сътрѧсъ і ⷣ҇хъ нечистꙑи . ꙇ възъпивъ гласомъ велиемь ꙇзиде иж него ."
"MARK","1","27","0","ꙇ оужасѫ сѧ вьси . ꙇ сътѧѕахѫ сѧ къ себѣ ⷢ҇лѭште ."
"MARK","1","27","1","чъто оубо естъ се . что оучение новое се ."
"MARK","1","27","2","ѣко по области ⷣ҇хмъ нечистꙑмъ велитъ и послоушаѭтъ его ."
"MARK","1","28","0","Ꙇ изиде слоухъ его абие во вьсѫ странѫ галилеискѫ ."
"MARK","1","29","0","ꙇ абье ишедъше и съньмишта . придѫ въ домъ симоновъ и аньдрѣовъ ."
"MARK","1","29","1","съ и҅ѣковомъ и оаномъ ."
"MARK","1","30","0","Тъшта же симонова лежаше огнемь жегома . ꙇ абие ⷢ҇лашѧ емоу о неи ."
"MARK","1","31","0","ꙇ пристѫпь вьздвиже ѭ емъ за рѫкѫ . ꙇ остави ѭ абие огн҄ь ."
"MARK","1","31","1","ꙇ слоужааше имъ ."
"MARK","1","32","0","поздѣ же бꙑвъшю . егда захождаше слъньце ."
"MARK","1","32","1","приношаахѫ къ немоу вьсѧ недѫжънꙑѩ и бѣсънꙑѩ ."
"MARK","1","33","0","ꙇ бѣ весь градъ събьраль сѧ къ двъремъ ."
"MARK","1","34","0","Ꙇ исцѣли мъногꙑ недѫжънꙑ ꙇмѫштѧ различънꙑ ѩѕѧ ."
"MARK","1","34","1","ꙇ бѣсꙑ мъногꙑ ꙇзгъна . ꙇ не оставлѣше ⷢ҇лати бѣсъ ."
"MARK","1","34","2","ѣко видѣахѫ и ⁘"
"MARK","1","35","0","Ꙇ ютро пробрѣзгоу ѕѣло . въставъ изиде ись"
"MARK","1","35","1","и иде въ поусто мѣсто . ꙇ тоу молитвѫ дѣаше ."
"MARK","1","36","0","ꙇ гънашѧ и симонъ и иже бѣахѫ съ нимь ."
"MARK","1","37","0","ꙇ обрѣтъше и ⷢ҇лашѧ емоу . ѣко вьси иштѫтъ тебе ."
"MARK","1","38","0","ꙇ ⷢ҇ла имъ идѣмъ въ ближьнѧѩ вьси и градꙑ ."
"MARK","1","38","1","да и тоу проповѣмь . на се бо изидъ ."
"MARK","1","39","0","ꙇ бѣ проповѣдаѩ на сънъмиштихъ ихъ . въ въсеи галилеи ."
"MARK","1","39","1","ꙇ бѣсꙑ изгонѧ . ⁘"
"MARK","1","40","0","Ꙇ приде къ немоу прокаженъ молѧ и . ꙇ на колѣноу падаѩ и ⷢ҇лѧ емоу ."
"MARK","1","40","1","ѣко аште хоштеши можеши мѧ иштистити ."
"MARK","1","41","0","ꙇ҃с же ҇илосрдовавъ простеръ рѫкѫ коснѫ и ."
"MARK","1","41","1","ꙇ ⷢ҇ла емоу хощѫ иштисти сѧ ."
"MARK","1","42","0","ꙇ рекъшю емоу . абие отиде проказа отъ него . ꙇ чистъ бꙑстъ ."
"MARK","1","43","0","ꙇ запрѣщь емоу абие изгъна й ."
"MARK","1","44","0","ꙇ ⷢ҇ла емоу блюди сѧ никомоуже ничесоже не рьци ."
"MARK","1","44","1","нъ шедъ покажи сѧ архиереови . и принеси за очиштение твое ."
"MARK","1","44","2","еже повелѣ моси въ съвѣдѣние имъ ⁘"
"MARK","1","45","0","онъ же ишедъ начѧтъ проповѣдати мъного . ꙇ проносити слово ."
"MARK","1","45","1","ѣко к томоу не можааше ѣвѣ въ градъ вьнити . нъ вьнѣ въ поустѣхъ"
"MARK","1","45","2","мѣстѣхъ бѣ . ꙇ прихождахѫ къ немоу отъ въсѫдѣ ⁘"
"MARK","2","1","0","Ꙇ вьниде пакꙑ исъ въ каперънаоумъ по дьнехъ ."
"MARK","2","1","1","ꙇ слоухъ бꙑстъ ѣко въ домоу естъ ."
"MARK","2","2","0","ꙇ абье събърашѧ сѧ мъноѕи . ѣко къ томоу не"
"MARK","2","2","1","вьмѣщаахѫ сѧ ни прѣдъ дверьми . ꙇ ⷢ҇лаше имъ слово ."
"MARK","2","3","0","Ꙇ придѫ къ немоу носѧште ослабленъ жилами . носимъ четꙑрьми ."
"MARK","2","4","0","ꙇ не могѫште пристѫпити къ немоу за народъ ."
"MARK","2","4","1","отъкрꙑшѧ покровъ идеже бѣ . ꙇ прокопавъше съвѣсишѧ"
"MARK","2","4","2","одръ на немьже ослабленꙑ сълежааше ."
"MARK","2","5","0","видѣвъ же исъ вѣрѫ ихъ . ⷢ҇ла ослабленоумоу ."
"MARK","2","5","1","чѧдо отъпоуштаѭтъ ти сѧ грѣси твои ."
"MARK","2","6","0","бѣхѫ же едини отъ кънижъ{нижъ}никъ тоу сѣдѧште ."
"MARK","2","6","1","ꙇ помꙑшлѣѭште въ сръдьцихъ своихъ ."
"MARK","2","7","0","что сь тако глаголетъ власфимиѩ . кто можетъ отъпоуштати грѣхꙑ ."
"MARK","2","7","1","ткмо единъ ⷠ҇ъ ."
"MARK","2","8","0","ꙇ абие разоумѣвъ исъ ⷣ҇хомь своимь ."
"MARK","2","8","1","ѣко тако ти помꙑшлѣѭтъ въ себѣ ."
"MARK","2","8","2","рече имъ . что тако помꙑшлѣате въ ⷭ҇рдцихъ вашихъ ."
"MARK","2","9","0","что естъ оудобѣе решти ослабленоумоу . отъпоуштаѭтъ ти сѧ грѣси ."
"MARK","2","9","1","ли решти въстани и вьзъми одръ твои и ходи ."
"MARK","2","10","0","нъ да вѣсте ѣко власть иматъ ⷭ҇нъ ҇члвчскꙑ ."
"MARK","2","10","1","отъпоуштати на земи грѣхꙑ ꙇ ⷢ҇ла ослабленоумоу ."
"MARK","2","11","0","тебѣ ⷢ҇лѭ въстани и вьзьми одръ . твои и иди въ домъ твои"
"MARK","2","12","0","и въста абье и вьзѧтъ одръ . ꙇ изиде прѣдъ вьсѣми ."
"MARK","2","12","1","ѣко дивлѣахѫ сѧ вьси и славлѣхѫ ⷠ҇а ⷢ҇лѭште ."
"MARK","2","12","2","ѣко николиже тако видѣхомъ ⁘ кⷰ҇ ⁘"
"MARK","2","13","0","ꙇ изиде пакꙑ къ морю ."
"MARK","2","13","1","ꙇ весь народъ идѣаше къ{къ} немоу и оучааше ѩ ⁘"
"MARK","2","14","0","ꙇ мимо грѧдꙑ исъ видѣ левьꙉиѭ альфеова . сѣдѧшта на мꙑтьници ."
"MARK","2","14","1","и ⷢ҇ла емоу по мьнѣ грѣди . ꙇ въставъ въ слѣдъ его иде ."
"MARK","2","15","0","ꙇ бꙑстъ {же} възлежѧштю емоу въ домоу его ."
"MARK","2","15","1","ꙇ мъноѕи мꙑтаре и грѣшъници възлежахѫ съ исмь и съ оученикꙑ его ."
"MARK","2","15","2","бѣахѫ бо мьноѕи . ꙇ по немь идѫ"
"MARK","2","16","0","и кънижъници фарисеи . видѣвъше и ѣдѫштъ съ мꙑтари и грѣшъникꙑ ."
"MARK","2","16","1","г҃лаахѫ оученикомъ его . что ѣко съ грѣшъникꙑ ѣстъ и пьетъ ."
"MARK","2","17","0","ꙇ слꙑшавъ исъ ⷢ҇ла имъ . не трѣбоуѭтъ съдравии балиѩ нъ болѧщеи ."
"MARK","2","17","1","не придъ призъватъ праведьникъ ."
"MARK","2","17","2","нъ грѣшъникꙑ въ покаание ⁘ кⷰ҇ ⁘"
"MARK","2","18","0","ꙇ бѣахѫ оученици иоанови . ꙇ фарисеи постѧще сѧ ."
"MARK","2","18","1","ꙇ придѫ и рѣшѧ емоу . по что оученици иоанови и фарисеи постѧтъ сѧ ."
"MARK","2","18","2","а твои оученици не постѧтъ сѧ ."
"MARK","2","19","0","ꙇ рече имъ исъ . еда могѫтъ ⷭ҇нве брачьнии постити сѧ ."
"MARK","2","19","1","доньдеже съ ни ми естъ женихъ . елико врѣмѧ съ собоѭ имѫтъ жениха ."
"MARK","2","19","2","не имѫтъ постити сѧ ."
"MARK","2","20","0","придѫтъ же дьнье . егда отъиметъ сѧ отъ нихъ женихъ ."
"MARK","2","20","1","ꙇ тъгда постѧтъ сѧ въ тꙑ дьни ."
"MARK","2","21","0","ꙇ никтоже приставлениѣ плата не бѣлена ."
"MARK","2","21","1","не приставлѣатъ ризѣ ветъсѣ . аште ли же ни възьметъ конецъ"
"MARK","2","21","2","отъ неѩ новое . отъ ветъхааго . ꙇ горьши дира бѫдетъ ."
"MARK","2","22","0","ꙇ никътоже не въливаатъ вина нова вь мѣхꙑ ветъхꙑ ."
"MARK","2","22","1","аще ли же ни просадитъ вино ново . ꙇ вино пролѣетъ сѧ ."
"MARK","2","22","2","ꙇ мѣси погꙑбнѫтъ . нъ вино новое въ мѣхꙑ новꙑ лиѣти ⁘"
"MARK","2","23","0","Ꙇ бꙑстъ мимо ходѧштю емоу исоу . въ соботꙑ сквозѣ сѣниѣ ."
"MARK","2","23","1","ꙇ начѧсѧ оученици его пѫть творити въстръгаѭште класꙑ ."
"MARK","2","24","0","ꙇ фарисѣи ⷢ҇лхѫ емоу . виждъ что творѧтъ въ соботꙑ егоже не достоитъ ."
"MARK","2","25","0","ꙇ тъ ⷢ҇лаше имъ . нѣсте ли николиже чьли ."
"MARK","2","25","1","что сътвори ⷣ҇авдъ егда трѣбова ."
"MARK","2","25","2","ꙇ възалъка самъ и иже бѣахѫ съ нимъ ."
"MARK","2","26","0","како въниде въ храмъ ⷠ҇жии . при авиатари архиереи ."
"MARK","2","26","1","ꙇ хлѣбꙑ прѣдъложениѣ сънѣстъ . ꙇхъже не достоѣше ѣсти ."
"MARK","2","26","2","тькмо иереомъ . ꙇ дастъ и сѫштимъ съ нимъ ."
"MARK","2","27","0","ꙇ ⷢ҇лше имъ собота ⷱ҇лка ради бꙑстъ . а не ⷱ҇лкъ соботꙑ ради ."
"MARK","2","27","1","тѣмь же ⷢ҇ъ естъ ⷭ҇нъ ⷱ҇лчскꙑ соботѣ ⁘"
"MARK","3","1","0","ꙇ вьніде пакꙑ вь съньмиште . ꙇ бѣ тоу ⷱ҇лвкъ соухѫ рѫкѫ имꙑ ."
"MARK","3","2","0","ꙇ назираахѫ и . аще въ соботѫ исцѣлитъ і . да на нь възглаголѭтъ ."
"MARK","3","3","0","ꙇ ⷢ҇ла ⷱ҇лкоу имѫштоумоу соухѫ рѫкѫ стани по срѣдѣ"
"MARK","3","4","0","и ⷢ҇ла имъ . достоитъ ли въ соботѫ добро творити ли зъло творити ."
"MARK","3","4","1","д҃шѫ съпасти ли погоубити . они же млъчаахѫ . ꙇ"
"MARK","3","5","0","възърѣвъ на нѧ съ гнѣвомъ ."
"MARK","3","5","1","скръбѧ о окаменени ⷭ҇рдца ихъ . ⷢ҇ла ⷱ҇коу ."
"MARK","3","5","2","простьри рѫкѫ твоѭ и простьрѣ . ꙇ оутвръди сѧ рѫка"
